136;67108864.000000136;0;0;0;0;0;512;0;416.355173;360.378188
136;67108864.000000136;0;0;0;0;0;512;0;416.355173;360.378188
128;67108864.000000128;0;0;0;0;0;200;0;3.204257;8.651178
128;67108864.000000128;0;0;0;0;0;200;0;3.204257;8.651178
128;67108864.000000128;0;0;0;0;0;200;0;3.204257;8.651178
128;67108864.000000128;0;0;0;0;0;200;0;3.204257;8.651178
128;67108864.000000128;0;0;0;0;0;200;0;3.204257;8.651178
128;67108864.000000128;0;0;0;0;0;200;0;3.204257;8.651178
128;67108864.000000128;0;0;0;0;0;200;0;3.204257;8.651178
128;67108864.000000128;0;0;0;0;0;200;0;3.204257;8.651178
128;67108864.000000128;0;0;0;0;0;200;0;3.204257;8.651178
